parameter_id,M-G-P_008_001_013
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1888742
parameter_name,Startle Response
analysis_id,f0q87b77w435hy9
pvalue,0.1091616
gene_symbol,Extl1
