parameter_name,Startle response
analysis_id,a2c67n7380yy3h4
mouse_life_stage,Late adult
pvalue,0.9776594
gene_symbol,Snap23
mouse_strain,C57BL
parameter_id,HMGULA_SHI_009_001
gene_accession_id,MGI:109356
