gene_symbol,Hpca
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Aspartate aminotransferase
gene_accession_id,MGI:1336200
parameter_id,IMPC_CBC_012_001
analysis_id,asuo6yqky0t8cx4
pvalue,0.9640141
