gene_symbol,Ninl
analysis_id,037779w4d2ach0b
gene_accession_id,MGI:1925427
mouse_strain,C57BL
pvalue,0.6342509
mouse_life_stage,Early adult
parameter_name,Coat - hair texture / appearance - abdomen
parameter_id,IMPC_CSD_016_001
