gene_symbol,Zfp683
gene_accession_id,MGI:3650254
mouse_strain,C57BL
parameter_name,Breath rate during sleep mean
analysis_id,ymyo048zde8jmu2
parameter_id,JAX_SLW_013_001
pvalue,0.07085578
mouse_life_stage,Early adult
