parameter_id,IMPC_DXA_002_001
mouse_life_stage,Early adult
pvalue,0.1193598
analysis_id,2e5cd8apw45kh91
gene_symbol,Cntfr
parameter_name,Fat mass
gene_accession_id,MGI:99605
mouse_strain,C57BL
