gene_symbol,Tiprl
parameter_id,MGP_IMM_112_001
gene_accession_id,MGI:1915087
analysis_id,e0hmq2m4l7j72h3
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Follicular B cells - % of CD45+
pvalue,0.597747
