parameter_name,Body weight
analysis_id,f8a9p29i575330d
pvalue,0.4472196
gene_accession_id,MGI:1336200
parameter_id,M-G-P_009_001_003
gene_symbol,Hpca
mouse_strain,C57BL
mouse_life_stage,Late adult
