parameter_id,IMPC_IMM_032_001
mouse_life_stage,Early adult
pvalue,0.350476
gene_accession_id,MGI:2448481
parameter_name,CD8 CD44+CD62L- T cells
analysis_id,857k6l5u1ls6gi8
mouse_strain,C57BL
gene_symbol,Mgst2
