gene_symbol,Inpp1
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
pvalue,0.07313374
parameter_id,JAX_OFD_012_001
mouse_strain,129SV
analysis_id,notr54un8t1wvcw
parameter_name,Periphery permanence time
