parameter_name,Whole arena resting time
gene_symbol,Casq1
mouse_strain,C57BL
pvalue,0.4717339
analysis_id,hc32t7io911v147
gene_accession_id,MGI:1309468
parameter_id,JAX_OFD_007_001
mouse_life_stage,Early adult
