parameter_name,Periphery average speed
analysis_id,l0407ty8l41zrv1
gene_accession_id,MGI:1916220
mouse_life_stage,Early adult
parameter_id,JAX_OFD_013_001
mouse_strain,C57BL
pvalue,0.842066
gene_symbol,Dcaf12
