parameter_id,IMPC_DXA_009_001
gene_accession_id,MGI:3650254
gene_symbol,Zfp683
analysis_id,411nxl86do7d4vp
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
pvalue,0.7774904
mouse_strain,C57BL
