gene_symbol,Bpifa3
pvalue,0.5160432
analysis_id,y95nr214ixxf62o
gene_accession_id,MGI:1920638
parameter_name,Initial response to glucose challenge
parameter_id,IMPC_IPG_011_001
mouse_strain,C57BL
mouse_life_stage,Early adult
