gene_symbol,Bpifa3
pvalue,0.2539114
gene_accession_id,MGI:1920638
parameter_id,HRWLLA_FEA_015_001
analysis_id,kr5065f881ni2fp
parameter_name,Cue Baseline % Freezing Time
mouse_strain,129SV
mouse_life_stage,Early adult
