gene_symbol,Kif24
pvalue,0.2837622
analysis_id,632443e16665v5m
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_013_001
gene_accession_id,MGI:1918345
parameter_name,Periphery average speed
