gene_symbol,Tiprl
parameter_id,IMPC_EYE_004_001
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
pvalue,0.6501504
parameter_name,Eyelid morphology
analysis_id,x1yoyn7j3672e6v
mouse_strain,C57BL
