gene_symbol,Hspa5
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Lean/Body weight
pvalue,0.7649194
gene_accession_id,MGI:95835
parameter_id,IMPC_DXA_008_001
analysis_id,i2za240798gts37
