parameter_name,Creatinine
pvalue,0.907076
gene_accession_id,MGI:1918345
analysis_id,2dwm72zpn1mn4r3
mouse_strain,C57BL
parameter_id,JAX_URI_002_001
mouse_life_stage,Early adult
gene_symbol,Kif24
