pvalue,0.607313
mouse_life_stage,Early adult
analysis_id,90e60j86cz0398i
parameter_id,IMPC_EYE_004_001
gene_symbol,Nemp2
gene_accession_id,MGI:2444113
mouse_strain,C57BL
parameter_name,Eyelid morphology
