parameter_id,JAX_OFD_010_001
analysis_id,qlj1f80jcu8kk75
mouse_life_stage,Early adult
parameter_name,Periphery distance travelled
gene_accession_id,MGI:1924360
pvalue,0.5716276
gene_symbol,Gpbp1l1
mouse_strain,C57BL
