parameter_id,JAX_OFD_017_001
mouse_strain,C57BL
gene_symbol,Trdmt1
analysis_id,2vtap3w1x94dx15
gene_accession_id,MGI:1274787
mouse_life_stage,Early adult
parameter_name,Center average speed
pvalue,0.877116
