gene_symbol,Lcn2
analysis_id,o088rhm9umo8315
mouse_strain,C57BL
gene_accession_id,MGI:96757
parameter_name,Cleft palate
parameter_id,IMPC_GEP_076_001
pvalue,0.1157558
mouse_life_stage,Early adult
