gene_symbol,Arpc2
analysis_id,1v5425474u3tvo7
parameter_name,Periphery average speed
gene_accession_id,MGI:1923959
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4323004
parameter_id,ESLIM_007_001_009
