gene_symbol,Zmynd8
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_060_001
analysis_id,67s51qfn398n789
pvalue,0.7698945
parameter_name,Neural tube morphology
gene_accession_id,MGI:1918025
mouse_strain,129SV
