mouse_life_stage,Late adult
parameter_name,Neutrophil cell count
analysis_id,k68r7905tk1ulll
pvalue,0.3857841
gene_symbol,Nucks1
parameter_id,IMPC_HEM_030_001
mouse_strain,C57BL
gene_accession_id,MGI:1934811
