parameter_id,IMPC_GEL_006_001
gene_accession_id,MGI:1916220
gene_symbol,Dcaf12
pvalue,0.2701765
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Pericardium Morphology
analysis_id,1846zdcb7r22o4f
