parameter_id,MGP_IMM_013_001
gene_accession_id,MGI:1918764
analysis_id,d944883qk959x38
mouse_life_stage,Early adult
pvalue,0.3767252
parameter_name,Total CD8+ T cells - % of ab T cells
mouse_strain,C57BL
gene_symbol,Sfpq
