gene_symbol,Eprs1
pvalue,0.8960808
parameter_name,Limb morphology
parameter_id,IMPC_GEP_084_001
mouse_strain,C57BL
analysis_id,67j724jfh5a9344
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
