parameter_name,Embryo Size
analysis_id,y88nx1fhs06584v
gene_symbol,Rab22a
pvalue,0.3779136
gene_accession_id,MGI:105072
parameter_id,IMPC_GEO_019_001
mouse_strain,C57BL
mouse_life_stage,Early adult
