gene_symbol,Hspa5
parameter_id,MGP_MLN_071_001
pvalue,0.8006234
gene_accession_id,MGI:95835
mouse_strain,C57BL
analysis_id,21163qqc4d24j9o
mouse_life_stage,E12.5
parameter_name,Resting Treg cells - % of CD45+
