gene_symbol,Ubxn4
mouse_strain,C57BL
analysis_id,fz29ms1qd5j8hc4
parameter_id,IMPC_CSD_016_001
pvalue,0.9338949
parameter_name,Coat - hair texture / appearance - abdomen
mouse_life_stage,Late adult
gene_accession_id,MGI:1915062
