gene_symbol,Inpp1
parameter_id,IMPC_CSD_011_001
analysis_id,9wd1x6d8oon00x8
mouse_strain,129SV
gene_accession_id,MGI:104848
pvalue,0.607031
mouse_life_stage,Early adult
parameter_name,Coat - hair distribution - back
