parameter_id,IMPC_ACS_034_001
gene_accession_id,MGI:2448481
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI2
pvalue,1.203471
gene_symbol,Mgst2
mouse_life_stage,Early adult
analysis_id,wi9a1z0534ebw9b
