gene_symbol,Wars2
pvalue,0.6128709
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
analysis_id,2k7rm9eg6yk053y
mouse_strain,C57BL
parameter_name,Tremor
parameter_id,TCPLA_CSD_030_001
