pvalue,0.2604778
parameter_id,MGP_MLN_015_001
parameter_name,Naive CD8+ T cells - % of CD8+
gene_symbol,Cdin1
analysis_id,v10fthk1h8f3562
gene_accession_id,MGI:3026886
mouse_life_stage,Early adult
mouse_strain,C57BL
