gene_symbol,Slc30a4
analysis_id,733q02hd8i8143d
pvalue,0.1662345
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1345282
parameter_name,CD4+ alpha beta T cell percentage
parameter_id,MGP_PBI_003_001
