gene_symbol,Fgb
parameter_id,JAX_LDT_004_001
pvalue,0.9806235
analysis_id,42lyoh05l688226
mouse_strain,C57BL
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
parameter_name,Dark side time spent
