parameter_id,ESLIM_011_001_007
mouse_life_stage,Early adult
pvalue,0.1310344
analysis_id,n2784qiw045ij6y
gene_accession_id,MGI:1276578
parameter_name,PP1 + pulse startle magnitude
mouse_strain,C57BL
gene_symbol,Gfi1b
