parameter_id,MGP_CSD_015_001
mouse_strain,129SV
pvalue,0.3880631
analysis_id,98h3e5a8557561w
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
parameter_name,Head coat/hair presence
mouse_life_stage,Early adult
