parameter_id,MGP_IMM_089_001
gene_symbol,Tox
mouse_life_stage,Early adult
parameter_name,KLRG1+ gd T cells - % of CD45+
analysis_id,5w38qtmrms0w9i4
pvalue,0.3795602
gene_accession_id,MGI:2181659
mouse_strain,C57BL
