gene_symbol,Ints7
pvalue,0.8288332
mouse_strain,C57BL
gene_accession_id,MGI:1924315
parameter_id,IMPC_ECG_010_001
mouse_life_stage,Early adult
parameter_name,HRV
analysis_id,8rwn0cjqui36uz2
