gene_symbol,Cntfr
analysis_id,5y33n919wpbgla4
mouse_strain,C57BL
parameter_name,Calcium
gene_accession_id,MGI:99605
pvalue,0.7550737
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_009_001
