gene_symbol,Bcs1l
parameter_name,Edema
pvalue,0.4144977
parameter_id,IMPC_GEO_064_001
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,5x8241w60u63ivo
gene_accession_id,MGI:1914071
