gene_symbol,Lurap1
parameter_id,IMPC_CSD_070_001
mouse_life_stage,Early adult
pvalue,0.1064443
parameter_name,Lower teeth appearance
gene_accession_id,MGI:1915325
mouse_strain,C57BL
analysis_id,0j11o606zaa645n
