gene_symbol,Dnajc8
mouse_strain,C57BL
pvalue,0.7713572
parameter_id,IMPC_CAL_008_001
parameter_name,Total food intake
analysis_id,pl9e9gaq02nvlip
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
