parameter_id,IMPC_HEM_002_001
mouse_life_stage,Early adult
analysis_id,3297md1nv960023
gene_accession_id,MGI:1274787
gene_symbol,Trdmt1
mouse_strain,C57BL
pvalue,0.3959154
parameter_name,Red blood cell count
