parameter_name,Creatinine
parameter_id,IMPC_CBC_005_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:105073
pvalue,0.6378728
analysis_id,08k5v658z6i60g7
gene_symbol,Tnni1
