pvalue,0.951985
gene_symbol,Mecom
analysis_id,y6o719z64ql796p
gene_accession_id,MGI:95457
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_life_stage,E15.5
parameter_id,MGP_PBI_033_001
mouse_strain,C57BL
