parameter_id,IMPC_LDT_008_001
pvalue,0.8150588
gene_symbol,Fgb
analysis_id,684n037gt5g8vk2
mouse_life_stage,Early adult
parameter_name,Percent time in light
gene_accession_id,MGI:99501
mouse_strain,C57BL
