parameter_id,IMPC_EYE_026_001
analysis_id,502tetnk77a6q9r
pvalue,0.2485013
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914583
parameter_name,Retinal Blood Vessels Pattern
gene_symbol,Stk35
