gene_symbol,Ddx27
parameter_id,MGP_PBI_038_001
mouse_life_stage,Early adult
analysis_id,l7kx235s91r8z85
mouse_strain,C57BL
gene_accession_id,MGI:2385884
parameter_name,Ly6Clow monocyte number
pvalue,0.7932255
