gene_symbol,AU040320
pvalue,0.4446188
analysis_id,9qcto15z805855z
mouse_strain,C57BL
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
parameter_name,ST
parameter_id,IMPC_ECG_008_001
