parameter_id,IMPC_HEM_030_001
gene_symbol,Trp53rkb
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8903494
gene_accession_id,MGI:1914050
analysis_id,r14c82xdob9hk65
parameter_name,Neutrophil cell count
