parameter_name,Periphery resting time
gene_accession_id,MGI:2444554
mouse_life_stage,E12.5
pvalue,0.9302869
analysis_id,60t4hj2qf9v2958
parameter_id,IMPC_OFD_011_001
mouse_strain,C57BL
gene_symbol,Mapkap1
