gene_symbol,Casq1
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,if6hhj68bi16471
pvalue,0.171024
parameter_id,IMPC_CBC_011_001
gene_accession_id,MGI:1309468
parameter_name,Iron
