gene_symbol,Ahctf1
parameter_id,IMPC_XRY_002_001
mouse_strain,C57BL
pvalue,0.08923613
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
parameter_name,Zygomatic bone
analysis_id,2l3yim9v50w791w
