pvalue,0.2615045
analysis_id,x6643n3c5408bf7
parameter_name,Vocalization
gene_symbol,TIPRL
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CSD_078_001
gene_accession_id,MGI:1915087
