mouse_life_stage,Middle aged adult
parameter_id,ESLIM_011_001_703
analysis_id,f396t79b6gd536k
gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP3
pvalue,0.4115797
gene_accession_id,MGI:1917604
