gene_symbol,Fgb
parameter_name,Pale yolk sac
gene_accession_id,MGI:99501
pvalue,0.9787305
parameter_id,IMPC_GEL_017_002
mouse_life_stage,E12.5
analysis_id,me82kljl805ly68
mouse_strain,C57BL
