mouse_strain,C57BL
gene_symbol,Arpc5l
parameter_id,IMPC_IMM_069_001
analysis_id,2517y7k6ko148n0
parameter_name,Transitional B Cells (CD21/35 low)
pvalue,0.2690516
mouse_life_stage,Early adult
gene_accession_id,MGI:1921442
