parameter_id,IMPC_XRY_022_001
gene_accession_id,MGI:1921493
mouse_strain,C57BL
analysis_id,9q525624fg2sxs8
parameter_name,Radius
pvalue,0.7043816
gene_symbol,Slx4ip
mouse_life_stage,Early adult
