gene_symbol,Nucks1
parameter_id,M-G-P_014_001_010
analysis_id,75se759hb8z064z
parameter_name,lens opacity
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.8587177
gene_accession_id,MGI:1934811
