pvalue,0.5861709
parameter_id,IMPC_EYE_001_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_symbol,Orc2
parameter_name,Eye
gene_accession_id,MGI:1328306
analysis_id,zuy4nj896zt4995
